Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Fair Value Hierarchy Level,Fair Value Hierarchy Override,Accrued Interest Income,Total Interest Receivable Market,Holdings As Of Date,Price Date,Acctg Status Update (CDT),Reporting Accounting Status,Holdings Price Base,Holdings Price Local,Price Source,Price Source Description,Price Type Description,5500 Category Description,Asset Category Description,Asset Type Description,Security Type Description,Issue Type Description,Asset Types,Security Type,Issuer Name,S&P Issue Quality Rating,S&P Base LT Rating,S&P Base ST Rating,S&P Ultimate LT Rating,S&P Ultimate ST Rating,S&P Parent LT Rating,S&P Parent ST Rating,S&P Quality Rating - Non GRS,Moody's Issue Quality Rating,Moody's Base LT Rating,Moody's Base ST Rating,Moody's Ultimate LT Rating,Moody's Ultimate ST Rating,Moody's Parent LT Rating,Moody's Parent ST Rating,Moody Quality Rating - Non GRS,Worst Rating,Average Issue Quality Rating,Payment Frequency,Payment Frequency Desc,Income Rate Type Desc,Ticker,Frequency Requirement,Frequency Requirement Desc,Position Type,Security Class Type,Fitch Issue Quality Rating,Fitch Base LT Rating,Fitch Ultimate LT Rating,Fitch Parent LT Rating,Parent Issuer Name,Income Rate Type,Asset Mix Description,BNYM Classification - Segment,Mellon Security ID,ISIN,Sedol,Base Currency Description,Bloomberg Market Sector,Issuer Base Currency
MILL TTF EQ-DIV,205887102,CONAGRA BRANDS INC,,0.00,,"23,995.00","628,983.19","699,454.25","70,471.06",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,29.15,29.15,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Conagra Brands Inc,,BBB-,A-3,BBB-,A-3,BBB-,A-3,NR,,Baa3,P-3,Baa3,P-3,Baa3,P-3,,,,0,INTEREST AT MAT OR NO INTEREST,,CAG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB-,BBB-,BBB-,Conagra Brands Inc,,USD EQUITY,EQUITIES,205887102,US2058871029,2215460,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,233331107,DTE ENERGY CO,,0.00,,"23,995.00","1,355,187.96","2,529,552.90","1,174,364.94",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,105.42,105.42,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,DTE Energy Co,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,,,-,0,INTEREST AT MAT OR NO INTEREST,,DTE,D,DAILY,,UTILITIES,-,BBB,BBB,BBB,DTE Energy Co,,USD EQUITY,EQUITIES,233331107,US2333311072,2280220,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,314211103,FEDERATED HERMES INC,,0.00,,"23,995.00","618,580.01","838,865.20","220,285.19",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,34.96,34.96,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,DIVERSIFIED FINANCIAL SERVICES,,COMMON,E,S,Federated Hermes Inc,,,,,,,,NR,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,FHI,D,DAILY,,BANKS,,,,,Federated Hermes Inc,,USD EQUITY,EQUITIES,314211103,US3142111034,2246288,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,437076102,HOME DEPOT INC/THE,,0.00,,"23,995.00","1,856,064.25","8,469,275.20","6,613,210.95",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,352.96,352.96,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,Home Depot Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,HD,D,DAILY,,RETAIL TRADE,,A,A,A,Home Depot Inc/The,,USD EQUITY,EQUITIES,437076102,US4370761029,2434209,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,532457108,ELI LILLY & CO,,0.00,,"23,995.00","1,318,542.85","15,491,411.95","14,172,869.10",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,645.61,645.61,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Eli Lilly & Co,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LLY,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Eli Lilly & Co,,USD EQUITY,EQUITIES,532457108,US5324571083,2516152,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,58933Y105,MERCK & CO INC,,0.00,,"23,995.00","1,022,896.06","2,898,116.10","1,875,220.04",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,120.78,120.78,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Merck & Co Inc,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,MRK,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,-,WD,WD,WD,Merck & Co Inc,,USD EQUITY,EQUITIES,58933Y105,US58933Y1055,2778844,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,842587107,SOUTHERN CO/THE,,0.00,,"23,995.00","1,075,052.40","1,668,132.40","593,080.00",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,69.52,69.52,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Southern Co/The,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,-,0,INTEREST AT MAT OR NO INTEREST,,SO,D,DAILY,,UTILITIES,-,BBB+,BBB+,BBB+,Southern Co/The,,USD EQUITY,EQUITIES,842587107,US8425871071,2829601,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,871829107,SYSCO CORP,,0.00,,"23,995.00","843,299.07","1,941,915.35","1,098,616.28",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,80.93,80.93,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Sysco Corp,,BBB,A-2,BBB,A-2,BBB,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,SYY,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB,BBB,BBB,Sysco Corp,,USD EQUITY,EQUITIES,871829107,US8718291078,2868165,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,88579Y101,3M CO,,0.00,,"25,527.00","2,905,831.18","2,408,472.45","-497,358.73",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,94.35,94.35,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,MISC MANUFACTURER,,COMMON,E,S,3M Co,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,A3,P-2,A3,P-2,A3,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,MMM,D,DAILY,,DIVERSIFIED MANUFACTURING,,A-,A-,A-,3M Co,,USD EQUITY,EQUITIES,88579Y101,US88579Y1010,2595708,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,89417E109,TRAVELERS COS INC/THE,,0.00,,"23,995.00","1,966,862.79","5,071,583.20","3,104,720.41",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,211.36,211.36,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,INSURANCE,,COMMON,E,S,Travelers Cos Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,TRV,D,DAILY,,INSURANCE,,A+,A+,A+,Travelers Cos Inc/The,,USD EQUITY,EQUITIES,89417E109,US89417E1091,2769503,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,92942W107,WK KELLOGG CO,,0.00,,"6,936.00","99,926.73","90,098.64","-9,828.09",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,12.99,12.99,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,WK Kellogg Co,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,KLG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,,,,WK Kellogg Co,,USD EQUITY,EQUITIES,92942W107,US92942W1071,BNNJC42,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922040407,VANGUARD INST TTL STK-INST+,,0.00,,"4,637,481.67","244,656,674.90","386,163,098.91","141,506,424.01",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,83.27,83.27,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VITPX,D,DAILY,,EQUITY FUND,,,,,Vanguard Institutional Index Funds,,USD EQUITY,EQUITIES,922040407,US9220404076,BW9H4Z8,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,370334104,GENERAL MILLS INC,,0.00,,"23,995.00","1,138,450.55","1,557,515.45","419,064.90",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,64.91,64.91,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,General Mills Inc,,BBB,A-2,BBB,A-2,BBB,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,GIS,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,General Mills Inc,,USD EQUITY,EQUITIES,370334104,US3703341046,2367026,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,458140100,INTEL CORP,,0.00,,"23,995.00","587,265.30","1,033,704.60","446,439.30",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,43.08,43.08,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,SEMICONDUCTORS,,COMMON,E,S,Intel Corp,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,INTC,D,DAILY,,SEMICONDUCTORS,,A-,A-,A-,Intel Corp,,USD EQUITY,EQUITIES,458140100,US4581401001,2463247,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,539830109,LOCKHEED MARTIN CORP,,0.00,,"23,995.00","2,903,168.50","10,303,692.95","7,400,524.45",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,429.41,429.41,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,AEROSPACE/DEFENSE,,COMMON,E,S,Lockheed Martin Corp,,A-,A-2,A-,A-2,A-,A-2,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LMT,D,DAILY,,AERO & AIRCRAFT,,A-,A-,A-,Lockheed Martin Corp,,USD EQUITY,EQUITIES,539830109,US5398301094,2522096,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,921946406,VANGUARD HIGH DVD YIELD ETF,,0.00,,"36,370.00","3,999,943.54","4,090,533.90","90,590.36",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,112.47,112.47,T,IDSI,CLOSE,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX ETF (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VYM,D,DAILY,,EQUITY FUND,,,,,Vanguard ETF/USA,,USD EQUITY,EQUITIES,921946406,US9219464065,B1HLJ94,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922040100,VANGUARD INST INDEX-INST,,0.00,,"13,351.24","5,082,119.00","5,341,564.10","259,445.10",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,400.08,400.08,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,P-2,,,0,INTEREST AT MAT OR NO INTEREST,,VINIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Institutional Index Funds,,MUTUAL FUNDS,EQUITIES,922040100,US9220401007,2112044,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,30231G102,EXXON MOBIL CORP,,0.00,,"23,995.00","2,042,294.16","2,466,925.95","424,631.79",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,102.81,102.81,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Exxon Mobil Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,XOM,D,DAILY,,OIL & GAS,-,WD,WD,WD,Exxon Mobil Corp,,USD EQUITY,EQUITIES,30231G102,US30231G1022,2326618,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,494368103,KIMBERLY-CLARK CORP,,0.00,,"23,995.00","2,206,397.78","2,902,675.15","696,277.37",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,120.97,120.97,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Kimberly-Clark Corp,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,KMB,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Kimberly-Clark Corp,,USD EQUITY,EQUITIES,494368103,US4943681035,2491839,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,98389B100,XCEL ENERGY INC,,0.00,,"23,995.00","724,274.82","1,436,580.65","712,305.83",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,59.87,59.87,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Xcel Energy Inc,,A-,A-2,A-,A-2,A-,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,XEL,D,DAILY,,UTILITIES,,BBB+,BBB+,BBB+,Xcel Energy Inc,,USD EQUITY,EQUITIES,98389B100,US98389B1008,2614807,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,110122108,BRISTOL-MYERS SQUIBB CO,,0.00,,"23,995.00","1,032,297.40","1,172,635.65","140,338.25",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,48.87,48.87,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Bristol-Myers Squibb Co,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,BMY,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Bristol-Myers Squibb Co,,USD EQUITY,EQUITIES,110122108,US1101221083,2126335,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,191216100,COCA-COLA CO/THE,,0.00,,"32,999.00","1,265,704.82","1,963,110.51","697,405.69",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,59.49,59.49,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,BEVERAGES,,COMMON,E,S,Coca-Cola Co/The,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,KO,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,Coca-Cola Co/The,,USD EQUITY,EQUITIES,191216100,US1912161007,2206657,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,20825C104,CONOCOPHILLIPS,,0.00,,"23,995.00","1,280,978.23","2,684,320.65","1,403,342.42",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,111.87,111.87,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,ConocoPhillips,,A-,A-2,A-,A-2,A-,A-2,NR,,A2,WR,A2,WR,A2,WR,NR,,-,0,INTEREST AT MAT OR NO INTEREST,,COP,D,DAILY,,OIL & GAS,-,A,A,A,ConocoPhillips,,USD EQUITY,EQUITIES,20825C104,US20825C1045,2685717,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,478160104,JOHNSON & JOHNSON,,0.00,,"23,995.00","1,977,490.40","3,812,805.50","1,835,315.10",1.00,NO,0.00,0.00,1/31/24,1/31/24,2/6/2024 10:42:39 AM,FINAL,158.90,158.90,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Johnson & Johnson,,AAA,A-1+,AAA,A-1+,AAA,A-1+,NR,,Aaa,P-1,Aaa,P-1,Aaa,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,JNJ,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Johnson & Johnson,,USD EQUITY,EQUITIES,478160104,US4781601046,2475833,U.S. DOLLAR,Equity,USD
