Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Fair Value Hierarchy Level,Fair Value Hierarchy Override,Accrued Interest Income,Total Interest Receivable Market,Holdings As Of Date,Price Date,Acctg Status Update (CDT),Reporting Accounting Status,Holdings Price Base,Holdings Price Local,Price Source,Price Source Description,Price Type Description,5500 Category Description,Asset Category Description,Asset Type Description,Security Type Description,Issue Type Description,Asset Types,Security Type,Issuer Name,S&P Issue Quality Rating,S&P Base LT Rating,S&P Base ST Rating,S&P Ultimate LT Rating,S&P Ultimate ST Rating,S&P Parent LT Rating,S&P Parent ST Rating,S&P Quality Rating - Non GRS,Moody's Issue Quality Rating,Moody's Base LT Rating,Moody's Base ST Rating,Moody's Ultimate LT Rating,Moody's Ultimate ST Rating,Moody's Parent LT Rating,Moody's Parent ST Rating,Moody Quality Rating - Non GRS,Worst Rating,Average Issue Quality Rating,Payment Frequency,Payment Frequency Desc,Income Rate Type Desc,Ticker,Frequency Requirement,Frequency Requirement Desc,Position Type,Security Class Type,Fitch Issue Quality Rating,Fitch Base LT Rating,Fitch Ultimate LT Rating,Fitch Parent LT Rating,Parent Issuer Name,Income Rate Type,Asset Mix Description,BNYM Classification - Segment,Mellon Security ID,ISIN,Sedol,Base Currency Description,Bloomberg Market Sector,Issuer Base Currency
MILL TTF EQ-DIV,871829107,SYSCO CORP,,0.00,,"23,995.00","843,299.07","1,942,875.15","1,099,576.08",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,80.97,80.97,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Sysco Corp,,BBB,A-2,BBB,A-2,BBB,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,SYY,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB,BBB,BBB,Sysco Corp,,USD EQUITY,EQUITIES,871829107,US8718291078,2868165,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,205887102,CONAGRA BRANDS INC,,0.00,,"23,995.00","628,983.19","673,779.60","44,796.41",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,28.08,28.08,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Conagra Brands Inc,,BBB-,A-3,BBB-,A-3,BBB-,A-3,NR,,Baa3,P-3,Baa3,P-3,Baa3,P-3,,,,0,INTEREST AT MAT OR NO INTEREST,,CAG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB-,BBB-,BBB-,Conagra Brands Inc,,USD EQUITY,EQUITIES,205887102,US2058871029,2215460,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,494368103,KIMBERLY-CLARK CORP,,0.00,,"23,995.00","2,206,397.78","2,907,474.15","701,076.37",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,121.17,121.17,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Kimberly-Clark Corp,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,KMB,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Kimberly-Clark Corp,,USD EQUITY,EQUITIES,494368103,US4943681035,2491839,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,713448108,PEPSICO INC,,0.00,,"23,995.00","1,929,304.42","3,967,333.30","2,038,028.88",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,165.34,165.34,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,BEVERAGES,,COMMON,E,S,PepsiCo Inc,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PEP,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,PepsiCo Inc,,USD EQUITY,EQUITIES,713448108,US7134481081,2681511,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,921946406,VANGUARD HIGH DVD YIELD ETF,,0.00,,"36,370.00","3,999,943.54","4,197,825.40","197,881.86",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,115.42,115.42,T,IDSI,CLOSE,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX ETF (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VYM,D,DAILY,,EQUITY FUND,,,,,Vanguard ETF/USA,,USD EQUITY,EQUITIES,921946406,US9219464065,B1HLJ94,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922040100,VANGUARD INST INDEX-INST,,0.00,,"25,563.04","10,082,119.00","10,773,032.37","690,913.37",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,421.43,421.43,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,P-2,,,0,INTEREST AT MAT OR NO INTEREST,,VINIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Institutional Index Funds,,MUTUAL FUNDS,EQUITIES,922040100,US9220401007,2112044,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,189054109,CLOROX CO/THE,,0.00,,"23,995.00","2,132,328.84","3,678,673.45","1,546,344.61",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,153.31,153.31,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Clorox Co/The,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,CLX,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Clorox Co/The,,USD EQUITY,EQUITIES,189054109,US1890541097,2204026,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,314211103,FEDERATED HERMES INC,,0.00,,"23,995.00","618,580.01","845,343.85","226,763.84",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,35.23,35.23,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,DIVERSIFIED FINANCIAL SERVICES,,COMMON,E,S,Federated Hermes Inc,,,,,,,,NR,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,FHI,D,DAILY,,BANKS,,,,,Federated Hermes Inc,,USD EQUITY,EQUITIES,314211103,US3142111034,2246288,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,437076102,HOME DEPOT INC/THE,,0.00,,"23,995.00","1,856,064.25","9,132,736.95","7,276,672.70",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,380.61,380.61,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,Home Depot Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,HD,D,DAILY,,RETAIL TRADE,,A,A,A,Home Depot Inc/The,,USD EQUITY,EQUITIES,437076102,US4370761029,2434209,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,166764100,CHEVRON CORP,,0.00,,"23,995.00","2,560,383.39","3,647,479.95","1,087,096.56",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,152.01,152.01,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Chevron Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,CVX,D,DAILY,,OIL & GAS,,WD,WD,WD,Chevron Corp,,USD EQUITY,EQUITIES,166764100,US1667641005,2838555,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,194162103,COLGATE-PALMOLIVE CO,,0.00,,"48,932.00","2,676,647.14","4,233,596.64","1,556,949.50",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,86.52,86.52,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,COSMETICS/PERSONAL CARE,,COMMON,E,S,Colgate-Palmolive Co,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa3,P-1,Aa3,P-1,Aa3,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,CL,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Colgate-Palmolive Co,,USD EQUITY,EQUITIES,194162103,US1941621039,2209106,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,539830109,LOCKHEED MARTIN CORP,,0.00,,"23,995.00","2,903,168.50","10,275,618.80","7,372,450.30",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,428.24,428.24,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,AEROSPACE/DEFENSE,,COMMON,E,S,Lockheed Martin Corp,,A-,A-2,A-,A-2,A-,A-2,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LMT,D,DAILY,,AERO & AIRCRAFT,,A-,A-,A-,Lockheed Martin Corp,,USD EQUITY,EQUITIES,539830109,US5398301094,2522096,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,025537101,AMERICAN ELECTRIC POWER CO INC,,0.00,,"23,995.00","1,154,896.36","2,044,134.05","889,237.69",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,85.19,85.19,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,American Electric Power Co Inc,,A-,A-2,A-,A-2,A-,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,-,0,INTEREST AT MAT OR NO INTEREST,,AEP,D,DAILY,,UTILITIES,-,BBB,BBB,BBB,American Electric Power Co Inc,,USD EQUITY,EQUITIES,025537101,US0255371017,2026242,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,191216100,COCA-COLA CO/THE,,0.00,,"32,999.00","1,265,704.82","1,980,599.98","714,895.16",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,60.02,60.02,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,BEVERAGES,,COMMON,E,S,Coca-Cola Co/The,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,KO,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,Coca-Cola Co/The,,USD EQUITY,EQUITIES,191216100,US1912161007,2206657,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,532457108,ELI LILLY & CO,,0.00,,"23,995.00","1,318,542.85","18,084,551.60","16,766,008.75",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,753.68,753.68,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Eli Lilly & Co,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LLY,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Eli Lilly & Co,,USD EQUITY,EQUITIES,532457108,US5324571083,2516152,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,58933Y105,MERCK & CO INC,,0.00,,"23,995.00","1,022,896.06","3,050,964.25","2,028,068.19",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,127.15,127.15,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Merck & Co Inc,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,MRK,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,-,WD,WD,WD,Merck & Co Inc,,USD EQUITY,EQUITIES,58933Y105,US58933Y1055,2778844,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,88579Y101,3M CO,,0.00,,"25,527.00","2,905,831.18","2,351,547.24","-554,283.94",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,92.12,92.12,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,MISC MANUFACTURER,,COMMON,E,S,3M Co,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,A3,P-2,A3,P-2,A3,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,MMM,D,DAILY,,DIVERSIFIED MANUFACTURING,,A-,A-,A-,3M Co,,USD EQUITY,EQUITIES,88579Y101,US88579Y1010,2595708,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,89417E109,TRAVELERS COS INC/THE,,0.00,,"23,995.00","1,966,862.79","5,301,935.20","3,335,072.41",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,220.96,220.96,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,INSURANCE,,COMMON,E,S,Travelers Cos Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,TRV,D,DAILY,,INSURANCE,,A+,A+,A+,Travelers Cos Inc/The,,USD EQUITY,EQUITIES,89417E109,US89417E1091,2769503,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,110122108,BRISTOL-MYERS SQUIBB CO,,0.00,,"23,995.00","1,032,297.40","1,217,746.25","185,448.85",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,50.75,50.75,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Bristol-Myers Squibb Co,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,BMY,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Bristol-Myers Squibb Co,,USD EQUITY,EQUITIES,110122108,US1101221083,2126335,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,370334104,GENERAL MILLS INC,,0.00,,"23,995.00","1,138,450.55","1,539,999.10","401,548.55",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,64.18,64.18,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,General Mills Inc,,BBB,A-2,BBB,A-2,BBB,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,GIS,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,General Mills Inc,,USD EQUITY,EQUITIES,370334104,US3703341046,2367026,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,233331107,DTE ENERGY CO,,0.00,,"23,995.00","1,355,187.96","2,599,858.25","1,244,670.29",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,108.35,108.35,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,DTE Energy Co,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,,,-,0,INTEREST AT MAT OR NO INTEREST,,DTE,D,DAILY,,UTILITIES,-,BBB,BBB,BBB,DTE Energy Co,,USD EQUITY,EQUITIES,233331107,US2333311072,2280220,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,580135101,MCDONALD'S CORP,,0.00,,"23,995.00","2,442,878.78","7,013,258.60","4,570,379.82",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,292.28,292.28,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,McDonald's Corp,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,MCD,D,DAILY,,RETAIL TRADE,,WD,WD,WD,McDonald's Corp,,USD EQUITY,EQUITIES,580135101,US5801351017,2550707,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,717081103,PFIZER INC,,0.00,,"23,995.00","605,661.52","637,307.20","31,645.68",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,26.56,26.56,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Pfizer Inc,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PFE,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,A,A,A,Pfizer Inc,,USD EQUITY,EQUITIES,717081103,US7170811035,2684703,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,30231G102,EXXON MOBIL CORP,,0.00,,"23,995.00","2,042,294.16","2,507,957.40","465,663.24",1.00,NO,0.00,0.00,2/29/24,2/29/24,3/6/2024 12:34:41 AM,FINAL,104.52,104.52,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Exxon Mobil Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,XOM,D,DAILY,,OIL & GAS,-,WD,WD,WD,Exxon Mobil Corp,,USD EQUITY,EQUITIES,30231G102,US30231G1022,2326618,U.S. DOLLAR,Equity,USD
