Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Fair Value Hierarchy Level,Fair Value Hierarchy Override,Accrued Interest Income,Total Interest Receivable Market,Holdings As Of Date,Price Date,Acctg Status Update (CDT),Reporting Accounting Status,Holdings Price Base,Holdings Price Local,Price Source,Price Source Description,Price Type Description,5500 Category Description,Asset Category Description,Asset Type Description,Security Type Description,Issue Type Description,Asset Types,Security Type,Issuer Name,S&P Issue Quality Rating,S&P Base LT Rating,S&P Base ST Rating,S&P Ultimate LT Rating,S&P Ultimate ST Rating,S&P Parent LT Rating,S&P Parent ST Rating,S&P Quality Rating - Non GRS,Moody's Issue Quality Rating,Moody's Base LT Rating,Moody's Base ST Rating,Moody's Ultimate LT Rating,Moody's Ultimate ST Rating,Moody's Parent LT Rating,Moody's Parent ST Rating,Moody Quality Rating - Non GRS,Worst Rating,Average Issue Quality Rating,Payment Frequency,Payment Frequency Desc,Income Rate Type Desc,Ticker,Frequency Requirement,Frequency Requirement Desc,Position Type,Security Class Type,Fitch Issue Quality Rating,Fitch Base LT Rating,Fitch Ultimate LT Rating,Fitch Parent LT Rating,Parent Issuer Name,Income Rate Type,Asset Mix Description,BNYM Classification - Segment,Mellon Security ID,ISIN,Sedol,Base Currency Description,Bloomberg Market Sector,Issuer Base Currency
MILLENNIUM TTF MF,922908868,VANGUARD GROWTH INDEX-INST,,0.00,,"29,120.91","5,006,999.94","5,160,516.99","153,517.05",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,177.21,177.21,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VIGIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Index Funds,,USD EQUITY,EQUITIES,922908868,US9229088680,,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,20825C104,CONOCOPHILLIPS,,0.00,,"23,995.00","1,280,978.23","3,054,083.60","1,773,105.37",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,127.28,127.28,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,ConocoPhillips,,A-,A-2,A-,A-2,A-,A-2,NR,,A2,WR,A2,WR,A2,WR,NR,,-,0,INTEREST AT MAT OR NO INTEREST,,COP,D,DAILY,,OIL & GAS,-,A,A,A,ConocoPhillips,,USD EQUITY,EQUITIES,20825C104,US20825C1045,2685717,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,458140100,INTEL CORP,,0.00,,"23,995.00","587,265.30","1,059,859.15","472,593.85",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,44.17,44.17,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,SEMICONDUCTORS,,COMMON,E,S,Intel Corp,,A-,A-2,A-,A-2,A-,A-2,NR,,A3,P-2,A3,P-2,A3,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,INTC,D,DAILY,,SEMICONDUCTORS,,A-,A-,A-,Intel Corp,,USD EQUITY,EQUITIES,458140100,US4581401001,2463247,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,478160104,JOHNSON & JOHNSON,,0.00,,"23,995.00","1,977,490.40","3,795,769.05","1,818,278.65",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,158.19,158.19,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Johnson & Johnson,,AAA,A-1+,AAA,A-1+,AAA,A-1+,NR,,Aaa,P-1,Aaa,P-1,Aaa,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,JNJ,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Johnson & Johnson,,USD EQUITY,EQUITIES,478160104,US4781601046,2475833,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,742718109,PROCTER & GAMBLE CO/THE,,0.00,,"23,995.00","1,765,337.68","3,893,188.75","2,127,851.07",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,162.25,162.25,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,COSMETICS/PERSONAL CARE,,COMMON,E,S,Procter & Gamble Co/The,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa3,P-1,Aa3,P-1,Aa3,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PG,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,,,,Procter & Gamble Co/The,,USD EQUITY,EQUITIES,742718109,US7427181091,2704407,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,842587107,SOUTHERN CO/THE,,0.00,,"23,995.00","1,075,052.40","1,721,401.30","646,348.90",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,71.74,71.74,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Southern Co/The,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,-,0,INTEREST AT MAT OR NO INTEREST,,SO,D,DAILY,,UTILITIES,-,BBB+,BBB+,BBB+,Southern Co/The,,USD EQUITY,EQUITIES,842587107,US8425871071,2829601,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,487836108,KELLANOVA,,0.00,,"25,527.00","1,484,391.71","1,462,441.83","-21,949.88",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,57.29,57.29,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Kellanova,,NR,NR,NR,NR,NR,NR,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,K,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB,BBB,BBB,Kellanova,,USD EQUITY,EQUITIES,487836108,US4878361082,2486813,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,494368103,KIMBERLY-CLARK CORP,,0.00,,"23,995.00","2,206,397.78","3,103,753.25","897,355.47",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,129.35,129.35,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Kimberly-Clark Corp,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,KMB,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Kimberly-Clark Corp,,USD EQUITY,EQUITIES,494368103,US4943681035,2491839,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,713448108,PEPSICO INC,,0.00,,"23,995.00","1,929,304.42","4,199,364.95","2,270,060.53",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,175.01,175.01,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,BEVERAGES,,COMMON,E,S,PepsiCo Inc,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PEP,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,PepsiCo Inc,,USD EQUITY,EQUITIES,713448108,US7134481081,2681511,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,89417E109,TRAVELERS COS INC/THE,,0.00,,"23,995.00","1,966,862.79","5,522,209.30","3,555,346.51",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,230.14,230.14,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,INSURANCE,,COMMON,E,S,Travelers Cos Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,TRV,D,DAILY,,INSURANCE,,A+,A+,A+,Travelers Cos Inc/The,,USD EQUITY,EQUITIES,89417E109,US89417E1091,2769503,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,921946406,VANGUARD HIGH DVD YIELD ETF,,0.00,,"36,370.00","3,999,943.54","4,400,406.30","400,462.76",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,120.99,120.99,T,IDSI,CLOSE,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX ETF (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VYM,D,DAILY,,EQUITY FUND,,,,,Vanguard ETF/USA,,USD EQUITY,EQUITIES,921946406,US9219464065,B1HLJ94,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922040100,VANGUARD INST INDEX-INST,,0.00,,"25,717.49","10,148,628.77","11,119,211.81","970,583.04",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,432.36,432.36,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,P-2,,,0,INTEREST AT MAT OR NO INTEREST,,VINIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Institutional Index Funds,,MUTUAL FUNDS,EQUITIES,922040100,US9220401007,2112044,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922908850,VANGUARD VALUE INDEX-INST,,0.00,,"84,615.17","5,033,013.79","5,379,832.70","346,818.91",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,63.58,63.58,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VIVIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Index Funds,,USD EQUITY,EQUITIES,922908850,US9229088508,B0C9XK5,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,166764100,CHEVRON CORP,,0.00,,"23,995.00","2,560,383.39","3,784,971.30","1,224,587.91",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,157.74,157.74,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Chevron Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,CVX,D,DAILY,,OIL & GAS,,WD,WD,WD,Chevron Corp,,USD EQUITY,EQUITIES,166764100,US1667641005,2838555,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,189054109,CLOROX CO/THE,,0.00,,"23,995.00","2,132,328.84","3,673,874.45","1,541,545.61",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,153.11,153.11,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Clorox Co/The,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,CLX,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Clorox Co/The,,USD EQUITY,EQUITIES,189054109,US1890541097,2204026,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,233331107,DTE ENERGY CO,,0.00,,"23,995.00","1,355,187.96","2,690,799.30","1,335,611.34",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,112.14,112.14,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,DTE Energy Co,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,,,-,0,INTEREST AT MAT OR NO INTEREST,,DTE,D,DAILY,,UTILITIES,-,BBB,BBB,BBB,DTE Energy Co,,USD EQUITY,EQUITIES,233331107,US2333311072,2280220,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,437076102,HOME DEPOT INC/THE,,0.00,,"23,995.00","1,856,064.25","9,204,482.00","7,348,417.75",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,383.60,383.60,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,Home Depot Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,HD,D,DAILY,,RETAIL TRADE,,A,A,A,Home Depot Inc/The,,USD EQUITY,EQUITIES,437076102,US4370761029,2434209,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,718546104,PHILLIPS 66,,0.00,,"23,995.00","1,550,600.29","3,919,343.30","2,368,743.01",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,163.34,163.34,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Phillips 66,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,A3,P-2,A3,P-2,A3,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,PSX,D,DAILY,,OIL & GAS,,,,,Phillips 66,,USD EQUITY,EQUITIES,718546104,US7185461040,B78C4Y8,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,025537101,AMERICAN ELECTRIC POWER CO INC,,0.00,,"23,995.00","1,154,896.36","2,065,969.50","911,073.14",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,86.10,86.10,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,American Electric Power Co Inc,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,-,0,INTEREST AT MAT OR NO INTEREST,,AEP,D,DAILY,,UTILITIES,-,BBB,BBB,BBB,American Electric Power Co Inc,,USD EQUITY,EQUITIES,025537101,US0255371017,2026242,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,110122108,BRISTOL-MYERS SQUIBB CO,,0.00,,"23,995.00","1,032,297.40","1,301,248.85","268,951.45",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,54.23,54.23,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Bristol-Myers Squibb Co,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,BMY,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Bristol-Myers Squibb Co,,USD EQUITY,EQUITIES,110122108,US1101221083,2126335,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,30231G102,EXXON MOBIL CORP,,0.00,,"23,995.00","2,042,294.16","2,789,178.80","746,884.64",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,116.24,116.24,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Exxon Mobil Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,XOM,D,DAILY,,OIL & GAS,-,WD,WD,WD,Exxon Mobil Corp,,USD EQUITY,EQUITIES,30231G102,US30231G1022,2326618,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,92942W107,WK KELLOGG CO,,0.00,,"6,936.00","99,926.73","130,396.80","30,470.07",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,18.80,18.80,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,WK Kellogg Co,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,KLG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,,,,WK Kellogg Co,,USD EQUITY,EQUITIES,92942W107,US92942W1071,BNNJC42,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,191216100,COCA-COLA CO/THE,,0.00,,"32,999.00","1,265,704.82","2,018,878.82","753,174.00",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,61.18,61.18,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,BEVERAGES,,COMMON,E,S,Coca-Cola Co/The,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,KO,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,Coca-Cola Co/The,,USD EQUITY,EQUITIES,191216100,US1912161007,2206657,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,314211103,FEDERATED HERMES INC,,0.00,,"23,995.00","618,580.01","866,699.40","248,119.39",1.00,NO,0.00,0.00,3/31/24,3/28/24,4/3/2024 8:17:11 PM,FINAL,36.12,36.12,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,DIVERSIFIED FINANCIAL SERVICES,,COMMON,E,S,Federated Hermes Inc,,,,,,,,NR,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,FHI,D,DAILY,,BANKS,,,,,Federated Hermes Inc,,USD EQUITY,EQUITIES,314211103,US3142111034,2246288,U.S. DOLLAR,Equity,USD
