Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Fair Value Hierarchy Level,Fair Value Hierarchy Override,Accrued Interest Income,Total Interest Receivable Market,Holdings As Of Date,Price Date,Acctg Status Update (CDT),Reporting Accounting Status,Holdings Price Base,Holdings Price Local,Price Source,Price Source Description,Price Type Description,5500 Category Description,Asset Category Description,Asset Type Description,Security Type Description,Issue Type Description,Asset Types,Security Type,Issuer Name,S&P Issue Quality Rating,S&P Base LT Rating,S&P Base ST Rating,S&P Ultimate LT Rating,S&P Ultimate ST Rating,S&P Parent LT Rating,S&P Parent ST Rating,S&P Quality Rating - Non GRS,Moody's Issue Quality Rating,Moody's Base LT Rating,Moody's Base ST Rating,Moody's Ultimate LT Rating,Moody's Ultimate ST Rating,Moody's Parent LT Rating,Moody's Parent ST Rating,Moody Quality Rating - Non GRS,Worst Rating,Average Issue Quality Rating,Payment Frequency,Payment Frequency Desc,Income Rate Type Desc,Ticker,Frequency Requirement,Frequency Requirement Desc,Position Type,Security Class Type,Fitch Issue Quality Rating,Fitch Base LT Rating,Fitch Ultimate LT Rating,Fitch Parent LT Rating,Parent Issuer Name,Income Rate Type,Asset Mix Description,BNYM Classification - Segment,Mellon Security ID,ISIN,Sedol,Base Currency Description,Bloomberg Market Sector,Issuer Base Currency
MILL TTF EQ-DIV,30231G102,EXXON MOBIL CORP,,0.00,,"23,995.00","2,042,294.16","2,837,888.65","795,594.49",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,118.27,118.27,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Exxon Mobil Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,XOM,D,DAILY,,OIL & GAS,-,WD,WD,WD,Exxon Mobil Corp,,USD EQUITY,EQUITIES,30231G102,US30231G1022,2326618,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,532457108,ELI LILLY & CO,,0.00,,"23,995.00","1,318,542.85","18,742,494.50","17,423,951.65",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,781.10,781.10,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Eli Lilly & Co,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LLY,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Eli Lilly & Co,,USD EQUITY,EQUITIES,532457108,US5324571083,2516152,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,539830109,LOCKHEED MARTIN CORP,,0.00,,"23,995.00","2,903,168.50","11,155,995.35","8,252,826.85",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,464.93,464.93,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,AEROSPACE/DEFENSE,,COMMON,E,S,Lockheed Martin Corp,,A-,A-2,A-,A-2,A-,A-2,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LMT,D,DAILY,,AERO & AIRCRAFT,,A-,A-,A-,Lockheed Martin Corp,,USD EQUITY,EQUITIES,539830109,US5398301094,2522096,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,580135101,MCDONALD'S CORP,,0.00,,"23,995.00","2,442,878.78","6,551,594.80","4,108,716.02",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,273.04,273.04,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,McDonald's Corp,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,MCD,D,DAILY,,RETAIL TRADE,,WD,WD,WD,McDonald's Corp,,USD EQUITY,EQUITIES,580135101,US5801351017,2550707,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,89417E109,TRAVELERS COS INC/THE,,0.00,,"23,995.00","1,966,862.79","5,090,779.20","3,123,916.41",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,212.16,212.16,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,INSURANCE,,COMMON,E,S,Travelers Cos Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,TRV,D,DAILY,,INSURANCE,,A+,A+,A+,Travelers Cos Inc/The,,USD EQUITY,EQUITIES,89417E109,US89417E1091,2769503,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,98389B100,XCEL ENERGY INC,,0.00,,"23,995.00","724,274.82","1,289,251.35","564,976.53",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,53.73,53.73,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Xcel Energy Inc,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,XEL,D,DAILY,,UTILITIES,,BBB+,BBB+,BBB+,Xcel Energy Inc,,USD EQUITY,EQUITIES,98389B100,US98389B1008,2614807,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922040100,VANGUARD INST INDEX-INST,,0.00,,"25,717.49","10,148,628.77","10,664,783.85","516,155.08",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,414.69,414.69,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,P-2,,,0,INTEREST AT MAT OR NO INTEREST,,VINIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Institutional Index Funds,,MUTUAL FUNDS,EQUITIES,922040100,US9220401007,2112044,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,742718109,PROCTER & GAMBLE CO/THE,,0.00,,"23,995.00","1,765,337.68","3,915,984.00","2,150,646.32",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,163.20,163.20,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,COSMETICS/PERSONAL CARE,,COMMON,E,S,Procter & Gamble Co/The,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa3,P-1,Aa3,P-1,Aa3,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PG,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,,,,Procter & Gamble Co/The,,USD EQUITY,EQUITIES,742718109,US7427181091,2704407,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,83444M101,SOLVENTUM CORP,,0.00,,"6,381.00","463,631.31","414,828.81","-48,802.50",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,65.01,65.01,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HEALTH CARE,,COMMON,E,S,Solventum Corp,,BBB-,A-3,BBB-,A-3,BBB-,A-3,,,Baa3,P-3,Baa3,P-3,Baa3,P-3,,,,0,INTEREST AT MAT OR NO INTEREST,,SOLV,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,BBB-,BBB-,BBB-,Solventum Corp,,USD EQUITY,EQUITIES,83444M101,US83444M1018,BMTQB43,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922908868,VANGUARD GROWTH INDEX-INST,,0.00,,"29,120.91","5,006,999.94","4,943,274.98","-63,724.96",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,169.75,169.75,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VIGIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Index Funds,,USD EQUITY,EQUITIES,922908868,US9229088680,,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,189054109,CLOROX CO/THE,,0.00,,"23,995.00","2,132,328.84","3,548,140.65","1,415,811.81",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,147.87,147.87,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Clorox Co/The,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,CLX,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Clorox Co/The,,USD EQUITY,EQUITIES,189054109,US1890541097,2204026,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,370334104,GENERAL MILLS INC,,0.00,,"23,995.00","1,138,450.55","1,690,687.70","552,237.15",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,70.46,70.46,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,General Mills Inc,,BBB,A-2,BBB,A-2,BBB,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,GIS,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,General Mills Inc,,USD EQUITY,EQUITIES,370334104,US3703341046,2367026,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,437076102,HOME DEPOT INC/THE,,0.00,,"23,995.00","1,856,064.25","8,019,608.90","6,163,544.65",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,334.22,334.22,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,Home Depot Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,HD,D,DAILY,,RETAIL TRADE,,A,A,A,Home Depot Inc/The,,USD EQUITY,EQUITIES,437076102,US4370761029,2434209,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,58933Y105,MERCK & CO INC,,0.00,,"23,995.00","1,022,896.06","3,100,633.90","2,077,737.84",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,129.22,129.22,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Merck & Co Inc,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,MRK,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,-,WD,WD,WD,Merck & Co Inc,,USD EQUITY,EQUITIES,58933Y105,US58933Y1055,2778844,U.S. DOLLAR,Equity,USD
