Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Fair Value Hierarchy Level,Fair Value Hierarchy Override,Accrued Interest Income,Total Interest Receivable Market,Holdings As Of Date,Price Date,Acctg Status Update (CDT),Reporting Accounting Status,Holdings Price Base,Holdings Price Local,Price Source,Price Source Description,Price Type Description,5500 Category Description,Asset Category Description,Asset Type Description,Security Type Description,Issue Type Description,Asset Types,Security Type,Issuer Name,S&P Issue Quality Rating,S&P Base LT Rating,S&P Base ST Rating,S&P Ultimate LT Rating,S&P Ultimate ST Rating,S&P Parent LT Rating,S&P Parent ST Rating,S&P Quality Rating - Non GRS,Moody's Issue Quality Rating,Moody's Base LT Rating,Moody's Base ST Rating,Moody's Ultimate LT Rating,Moody's Ultimate ST Rating,Moody's Parent LT Rating,Moody's Parent ST Rating,Moody Quality Rating - Non GRS,Worst Rating,Average Issue Quality Rating,Payment Frequency,Payment Frequency Desc,Income Rate Type Desc,Ticker,Frequency Requirement,Frequency Requirement Desc,Position Type,Security Class Type,Fitch Issue Quality Rating,Fitch Base LT Rating,Fitch Ultimate LT Rating,Fitch Parent LT Rating,Parent Issuer Name,Income Rate Type,Asset Mix Description,BNYM Classification - Segment,Mellon Security ID,ISIN,Sedol,Base Currency Description,Bloomberg Market Sector,Issuer Base Currency
MILL TTF EQ-DIV,478160104,JOHNSON & JOHNSON,,0.00,,"23,995.00","1,977,490.40","3,507,109.20","1,529,618.80",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,146.16,146.16,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Johnson & Johnson,,AAA,A-1+,AAA,A-1+,AAA,A-1+,NR,,Aaa,P-1,Aaa,P-1,Aaa,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,JNJ,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Johnson & Johnson,,USD EQUITY,EQUITIES,478160104,US4781601046,2475833,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,532457108,ELI LILLY & CO,,0.00,,"23,995.00","1,318,542.85","21,724,593.10","20,406,050.25",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,905.38,905.38,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Eli Lilly & Co,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LLY,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Eli Lilly & Co,,USD EQUITY,EQUITIES,532457108,US5324571083,2516152,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,58933Y105,MERCK & CO INC,,0.00,,"23,995.00","1,022,896.06","2,970,581.00","1,947,684.94",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,123.80,123.80,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Merck & Co Inc,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,MRK,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,-,WD,WD,WD,Merck & Co Inc,,USD EQUITY,EQUITIES,58933Y105,US58933Y1055,2778844,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,921946406,VANGUARD HIGH DVD YIELD ETF,,0.00,,"36,370.00","3,999,943.54","4,313,482.00","313,538.46",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,118.60,118.60,T,IDSI,CLOSE,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX ETF (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VYM,D,DAILY,,EQUITY FUND,,,,,Vanguard ETF/USA,,USD EQUITY,EQUITIES,921946406,US9219464065,B1HLJ94,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,205887102,CONAGRA BRANDS INC,,0.00,,"23,995.00","628,983.19","681,937.90","52,954.71",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,28.42,28.42,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Conagra Brands Inc,,BBB-,A-3,BBB-,A-3,BBB-,A-3,NR,,Baa3,P-3,Baa3,P-3,Baa3,P-3,,,,0,INTEREST AT MAT OR NO INTEREST,,CAG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB-,BBB-,BBB-,Conagra Brands Inc,,USD EQUITY,EQUITIES,205887102,US2058871029,2215460,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,30231G102,EXXON MOBIL CORP,,0.00,,"23,995.00","2,042,294.16","2,762,304.40","720,010.24",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,115.12,115.12,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Exxon Mobil Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,-,0,INTEREST AT MAT OR NO INTEREST,,XOM,D,DAILY,,OIL & GAS,-,WD,WD,WD,Exxon Mobil Corp,,USD EQUITY,EQUITIES,30231G102,US30231G1022,2326618,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,494368103,KIMBERLY-CLARK CORP,,0.00,,"23,995.00","2,206,397.78","3,316,109.00","1,109,711.22",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,138.20,138.20,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Kimberly-Clark Corp,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,KMB,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Kimberly-Clark Corp,,USD EQUITY,EQUITIES,494368103,US4943681035,2491839,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,871829107,SYSCO CORP,,0.00,,"23,995.00","843,299.07","1,713,003.05","869,703.98",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,71.39,71.39,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Sysco Corp,,BBB,A-2,BBB,A-2,BBB,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,SYY,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB,BBB,BBB,Sysco Corp,,USD EQUITY,EQUITIES,871829107,US8718291078,2868165,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,842587107,SOUTHERN CO/THE,,0.00,,"23,995.00","1,075,052.40","1,861,292.15","786,239.75",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,77.57,77.57,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Southern Co/The,,A-,A-2,A-,A-2,A-,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,-,0,INTEREST AT MAT OR NO INTEREST,,SO,D,DAILY,,UTILITIES,-,BBB+,BBB+,BBB+,Southern Co/The,,USD EQUITY,EQUITIES,842587107,US8425871071,2829601,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,88579Y101,3M CO,,0.00,,"25,527.00","2,442,145.38","2,608,604.13","166,458.75",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,102.19,102.19,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,MISC MANUFACTURER,,COMMON,E,S,3M Co,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,A3,P-2,A3,P-2,A3,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,MMM,D,DAILY,,DIVERSIFIED MANUFACTURING,,A-,A-,A-,3M Co,,USD EQUITY,EQUITIES,88579Y101,US88579Y1010,2595708,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,539830109,LOCKHEED MARTIN CORP,,0.00,,"23,995.00","2,903,168.50","11,208,064.50","8,304,896.00",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,467.10,467.10,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,AEROSPACE/DEFENSE,,COMMON,E,S,Lockheed Martin Corp,,A-,A-2,A-,A-2,A-,A-2,NR,,A2,P-1,A2,P-1,A2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,LMT,D,DAILY,,AERO & AIRCRAFT,,A,A,A,Lockheed Martin Corp,,USD EQUITY,EQUITIES,539830109,US5398301094,2522096,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,580135101,MCDONALD'S CORP,,0.00,,"23,995.00","2,442,878.78","6,114,885.80","3,672,007.02",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,254.84,254.84,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,McDonald's Corp,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,MCD,D,DAILY,,RETAIL TRADE,,WD,WD,WD,McDonald's Corp,,USD EQUITY,EQUITIES,580135101,US5801351017,2550707,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,742718109,PROCTER & GAMBLE CO/THE,,0.00,,"23,995.00","1,765,337.68","3,957,255.40","2,191,917.72",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,164.92,164.92,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,COSMETICS/PERSONAL CARE,,COMMON,E,S,Procter & Gamble Co/The,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa3,P-1,Aa3,P-1,Aa3,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PG,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,,,,Procter & Gamble Co/The,,USD EQUITY,EQUITIES,742718109,US7427181091,2704407,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,92942W107,WK KELLOGG CO,,0.00,,"6,936.00","99,926.73","114,166.56","14,239.83",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,16.46,16.46,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,WK Kellogg Co,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,KLG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,,,,WK Kellogg Co,,USD EQUITY,EQUITIES,92942W107,US92942W1071,BNNJC42,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,189054109,CLOROX CO/THE,,0.00,,"23,995.00","2,132,328.84","3,274,597.65","1,142,268.81",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,136.47,136.47,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HOUSEHOLD PRODUCTS/WARES,,COMMON,E,S,Clorox Co/The,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,CLX,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Clorox Co/The,,USD EQUITY,EQUITIES,189054109,US1890541097,2204026,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,191216100,COCA-COLA CO/THE,,0.00,,"32,999.00","1,265,704.82","2,100,386.35","834,681.53",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,63.65,63.65,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,BEVERAGES,,COMMON,E,S,Coca-Cola Co/The,,A+,A-1,A+,A-1,A+,A-1,NR,,A1,P-1,A1,P-1,A1,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,KO,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,WD,WD,WD,Coca-Cola Co/The,,USD EQUITY,EQUITIES,191216100,US1912161007,2206657,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,194162103,COLGATE-PALMOLIVE CO,,0.00,,"48,932.00","2,676,647.14","4,748,361.28","2,071,714.14",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,97.04,97.04,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,COSMETICS/PERSONAL CARE,,COMMON,E,S,Colgate-Palmolive Co,,A+,A-1,A+,A-1,A+,A-1,NR,,Aa3,P-1,Aa3,P-1,Aa3,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,CL,D,DAILY,,COSMTEICS TOILETRIES & HOUSEHOLD PRODUCTS,,WD,WD,WD,Colgate-Palmolive Co,,USD EQUITY,EQUITIES,194162103,US1941621039,2209106,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,437076102,HOME DEPOT INC/THE,,0.00,,"23,995.00","1,856,064.25","8,260,038.80","6,403,974.55",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,344.24,344.24,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,RETAIL,,COMMON,E,S,Home Depot Inc/The,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,HD,D,DAILY,,RETAIL TRADE,,A,A,A,Home Depot Inc/The,,USD EQUITY,EQUITIES,437076102,US4370761029,2434209,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,717081103,PFIZER INC,,0.00,,"23,995.00","605,661.52","671,380.10","65,718.58",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,27.98,27.98,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,PHARMACEUTICALS,,COMMON,E,S,Pfizer Inc,,A,A-1,A,A-1,A,A-1,NR,,A2,P-1,A2,P-1,A2,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PFE,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,WD,WD,WD,Pfizer Inc,,USD EQUITY,EQUITIES,717081103,US7170811035,2684703,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,744573106,PUBLIC SERVICE ENTERPRISE GROU,,0.00,,"23,995.00","861,510.16","1,768,431.50","906,921.34",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,73.70,73.70,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Public Service Enterprise Group Inc,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,PEG,D,DAILY,,UTILITIES,,WD,WD,WD,Public Service Enterprise Group Inc,,USD EQUITY,EQUITIES,744573106,US7445731067,2707677,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,98389B100,XCEL ENERGY INC,,0.00,,"23,995.00","724,274.82","1,281,572.95","557,298.13",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,53.41,53.41,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Xcel Energy Inc,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa1,P-2,Baa1,P-2,Baa1,P-2,,,,0,INTEREST AT MAT OR NO INTEREST,,XEL,D,DAILY,,UTILITIES,,BBB+,BBB+,BBB+,Xcel Energy Inc,,USD EQUITY,EQUITIES,98389B100,US98389B1008,2614807,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922040100,VANGUARD INST INDEX-INST,,0.00,,"25,717.49","10,148,628.77","11,553,322.96","1,404,694.19",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,449.24,449.24,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,P-2,,,0,INTEREST AT MAT OR NO INTEREST,,VINIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Institutional Index Funds,,MUTUAL FUNDS,EQUITIES,922040100,US9220401007,2112044,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,314211103,FEDERATED HERMES INC,,0.00,,"23,995.00","618,580.01","788,955.60","170,375.59",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,32.88,32.88,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,DIVERSIFIED FINANCIAL SERVICES,,COMMON,E,S,Federated Hermes Inc,,,,,,,,NR,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,FHI,D,DAILY,,BANKS,,,,,Federated Hermes Inc,,USD EQUITY,EQUITIES,314211103,US3142111034,2246288,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,594918104,MICROSOFT CORP,,0.00,,"23,995.00","815,783.26","10,724,565.25","9,908,781.99",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,446.95,446.95,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,SOFTWARE,,COMMON,E,S,Microsoft Corp,,AAA,A-1+,AAA,A-1+,AAA,A-1+,NR,,Aaa,P-1,Aaa,P-1,Aaa,P-1,P-3,,,0,INTEREST AT MAT OR NO INTEREST,,MSFT,D,DAILY,,SOFTWARE,,WD,WD,WD,Microsoft Corp,,USD EQUITY,EQUITIES,594918104,US5949181045,2588173,U.S. DOLLAR,Equity,USD
